Instance                      Max Toggles   Total Toggles   Internal   Switching     Leakage       Total  Percentage    Cell
                              Input Pins    Output Pins     Power      Power         Power         Power  (%)           Name
----------------------------------------------------------------------------------------------------------------------------
mul_F2_mult_16_U354             3.439e+07       3.439e+07  8.115e-05   9.087e-05   4.308e-05   0.0002151     0.01586    XNOR2_X1
mul_F1_mult_16_U349             3.439e+07       3.439e+07  9.086e-05   8.112e-05   4.303e-05    0.000215     0.01585    XNOR2_X1
mul_F1_mult_16_U480             9.751e+07       4.913e+07  6.138e-05     0.00013   2.365e-05    0.000215     0.01585    NOR2_X1
mul_F0_mult_16_U302             6.198e+07       6.198e+07   6.47e-05   0.0001318   1.826e-05   0.0002147     0.01583    INV_X1
mul_E3_mult_16_U343             9.751e+07       4.837e+07  7.972e-05   0.0001309    3.75e-06   0.0002144      0.0158    NAND2_X1
mul_F0_mult_16_U366             3.439e+07       3.439e+07  9.091e-05    8.04e-05   4.303e-05   0.0002144      0.0158    XNOR2_X1
mul_F0_mult_16_U343             9.751e+07       4.913e+07  8.294e-05   0.0001275    3.81e-06   0.0002143      0.0158    NAND2_X1
U608                            9.259e+07       9.259e+07  8.845e-05    0.000111   1.484e-05   0.0002143      0.0158    INV_X1
U588                            9.184e+07       9.184e+07  8.768e-05   0.0001118   1.477e-05   0.0002143     0.01579    INV_X1
mul_F0_mult_16_U360             3.439e+07       3.439e+07  9.092e-05   8.029e-05   4.303e-05   0.0002142     0.01579    XNOR2_X1
mul_F1_mult_16_U421             2.683e+07       2.721e+07  0.0001195   6.435e-05    3.03e-05   0.0002141     0.01578    XNOR2_X1
mul_E2_mult_16_U343             9.751e+07       4.913e+07  8.526e-05   0.0001246    3.81e-06   0.0002137     0.01575    NAND2_X1
mul_E2_mult_16_U481             3.704e+07       4.422e+07  0.0001233   6.134e-05   2.898e-05   0.0002136     0.01575    OAI22_X1
mul_F2_mult_16_U456             9.751e+07       4.913e+07  6.098e-05   0.0001288    2.37e-05   0.0002135     0.01574    NOR2_X1
mul_F3_mult_16_U388             3.779e+07       3.779e+07  8.666e-05   8.471e-05   4.212e-05   0.0002135     0.01574    XNOR2_X1
mul_F3_mult_16_U405             3.779e+07       3.779e+07  8.668e-05   8.419e-05   4.212e-05    0.000213      0.0157    XNOR2_X1
mul_F1_mult_16_U476             3.704e+07       4.422e+07  0.0001234   6.062e-05   2.898e-05    0.000213      0.0157    OAI22_X1
mul_F1_mult_16_U357             3.439e+07       3.439e+07  9.095e-05   7.898e-05   4.303e-05    0.000213      0.0157    XNOR2_X1
mul_E2_mult_16_U356             3.439e+07       3.439e+07  9.099e-05   7.887e-05   4.303e-05   0.0002129     0.01569    XNOR2_X1
mul_E2_mult_16_U482             3.439e+07       3.439e+07  9.098e-05   7.876e-05   4.303e-05   0.0002128     0.01568    XNOR2_X1
mul_F0_mult_16_U364             3.439e+07       3.439e+07  9.098e-05   7.869e-05   4.303e-05   0.0002127     0.01568    XNOR2_X1
mul_F2_mult_16_U339             9.751e+07       4.837e+07  7.986e-05    0.000129    3.75e-06   0.0002126     0.01567    NAND2_X1
mul_F0_mult_16_U436             4.875e+07       4.875e+07  0.0001213   5.298e-05   3.808e-05   0.0002124     0.01566    XNOR2_X1
add_E2_add_16_U2                4.308e+07       3.741e+07  0.0001311   4.924e-05   3.205e-05   0.0002124     0.01565    XOR2_X1
mul_F0_mult_16_U368             3.439e+07       3.439e+07  9.101e-05   7.808e-05   4.303e-05   0.0002121     0.01564    XNOR2_X1
mul_F3_mult_16_U394             3.779e+07       3.779e+07  8.671e-05   8.329e-05   4.212e-05   0.0002121     0.01564    XNOR2_X1
mul_F3_mult_16_U398             3.779e+07       3.779e+07  8.671e-05   8.327e-05   4.212e-05   0.0002121     0.01563    XNOR2_X1
U614                            8.957e+07       8.957e+07  8.526e-05   0.0001117   1.508e-05   0.0002121     0.01563    INV_X1
mul_F0_mult_16_U475             8.806e+07       4.913e+07  0.0001271   5.747e-05   2.746e-05    0.000212     0.01563    AOI222_X1
mul_E2_mult_16_U433             2.683e+07       2.721e+07  0.0001194    6.21e-05    3.03e-05   0.0002118     0.01561    XNOR2_X1
mul_E2_mult_16_U430             2.683e+07       2.721e+07  0.0001194   6.195e-05    3.03e-05   0.0002117      0.0156    XNOR2_X1
mul_F2_mult_16_U412             2.683e+07       2.721e+07  0.0001145   6.632e-05   3.052e-05   0.0002113     0.01557    XNOR2_X1
mul_F2_mult_16_U355             3.704e+07       3.704e+07  9.156e-05    8.61e-05   3.339e-05   0.0002111     0.01556    OAI22_X1
mul_E2_mult_16_U428             2.683e+07       2.721e+07  0.0001194   6.136e-05    3.03e-05    0.000211     0.01556    XNOR2_X1
FE_RC_20_0                      6.463e+07       5.782e+07  0.0001055   6.789e-05   3.761e-05    0.000211     0.01555    AOI21_X1
mul_F1_mult_16_U359             3.439e+07       3.439e+07  9.103e-05   7.682e-05   4.303e-05   0.0002109     0.01554    XNOR2_X1
mul_F3_mult_16_U304             6.047e+07       6.047e+07  6.255e-05   0.0001312   1.714e-05   0.0002109     0.01554    INV_X1
mul_F3_mult_16_U396             3.779e+07       3.779e+07  8.676e-05   8.195e-05   4.212e-05   0.0002108     0.01554    XNOR2_X1
mul_F3_mult_16_U475             3.817e+07       4.422e+07  0.0001167   6.491e-05   2.915e-05   0.0002108     0.01554    OAI22_X1
mul_F0_mult_16_U418             2.683e+07       2.721e+07  0.0001194   6.106e-05    3.03e-05   0.0002107     0.01553    XNOR2_X1
mul_E2_mult_16_U354             3.439e+07       3.439e+07  9.108e-05   7.645e-05   4.303e-05   0.0002106     0.01552    XNOR2_X1
mul_E2_mult_16_U426             2.683e+07       2.721e+07  0.0001194   6.077e-05    3.03e-05   0.0002104     0.01551    XNOR2_X1
mul_F0_mult_16_U424             2.683e+07       2.721e+07  0.0001194   6.066e-05    3.03e-05   0.0002103      0.0155    XNOR2_X1
mul_F2_mult_16_U482             4.875e+07       4.875e+07  0.0001142   5.363e-05   4.232e-05   0.0002101     0.01549    XNOR2_X1
mul_F3_mult_16_U463             4.837e+07       4.837e+07  0.0001109   5.682e-05   4.222e-05   0.0002099     0.01547    XNOR2_X1
mul_F1_mult_16_U419             2.683e+07       2.721e+07  0.0001193   6.008e-05    3.03e-05   0.0002097     0.01546    XNOR2_X1
mul_F0_mult_16_U354             3.439e+07       3.439e+07  9.112e-05   7.554e-05   4.303e-05   0.0002097     0.01546    XNOR2_X1
mul_F2_mult_16_U455             4.875e+07       4.875e+07  0.0001142   5.272e-05   4.232e-05   0.0002093     0.01543    XNOR2_X1
mul_F3_mult_16_U480             4.837e+07       4.837e+07  0.0001109   5.604e-05   4.222e-05   0.0002092     0.01542    XNOR2_X1
mul_E3_mult_16_U354             3.439e+07       3.439e+07  8.158e-05   8.443e-05   4.308e-05   0.0002091     0.01541    XNOR2_X1
mul_F0_mult_16_U352             3.704e+07       3.704e+07  9.381e-05   8.228e-05   3.294e-05    0.000209     0.01541    OAI22_X1
mul_E3_mult_16_U422             2.683e+07       2.721e+07  0.0001144   6.407e-05   3.052e-05    0.000209      0.0154    XNOR2_X1
mul_F2_mult_16_U350             3.439e+07       3.439e+07  8.156e-05   8.426e-05   4.308e-05   0.0002089      0.0154    XNOR2_X1
mul_E3_mult_16_U476             9.826e+07       3.401e+07  0.0001402    3.85e-05   2.996e-05   0.0002087     0.01538    AOI222_X1
mul_E2_mult_16_U431             2.683e+07       2.721e+07  0.0001193   5.887e-05    3.03e-05   0.0002085     0.01537    XNOR2_X1
mul_F3_mult_16_U317             2.646e+07       2.646e+07  3.333e-05   0.0001605   1.461e-05   0.0002085     0.01537    INV_X1
mul_F1_mult_16_U455             9.751e+07       4.837e+07  6.056e-05   0.0001231   2.479e-05   0.0002085     0.01537    NOR2_X1
mul_F3_mult_16_U402             3.779e+07       3.779e+07  8.685e-05   7.936e-05   4.212e-05   0.0002083     0.01536    XNOR2_X1
mul_F0_mult_16_U315             5.102e+07       5.102e+07  0.0001433    3.36e-05    3.11e-05   0.0002081     0.01534    AND3_X1
mul_F0_mult_16_U460             9.751e+07       4.837e+07  5.981e-05   0.0001234   2.479e-05    0.000208     0.01534    NOR2_X1
mul_E2_mult_16_U485             9.751e+07       4.837e+07  6.018e-05   0.0001231   2.479e-05    0.000208     0.01533    NOR2_X1
mul_F0_mult_16_U422             2.683e+07       2.721e+07  0.0001193   5.805e-05    3.03e-05   0.0002076      0.0153    XNOR2_X1
mul_F2_mult_16_U463             4.875e+07       4.875e+07  0.0001142   5.106e-05   4.232e-05   0.0002076      0.0153    XNOR2_X1
mul_F0_mult_16_U458             9.751e+07       4.913e+07   6.08e-05   0.0001231   2.365e-05   0.0002076      0.0153    NOR2_X1
mul_E3_mult_16_U459             4.875e+07       4.875e+07  0.0001142   5.093e-05   4.232e-05   0.0002075     0.01529    XNOR2_X1
mul_F2_mult_16_U465             4.875e+07       4.875e+07  0.0001142   5.092e-05   4.232e-05   0.0002074     0.01529    XNOR2_X1
mul_F1_mult_16_U404             3.817e+07       3.817e+07  7.684e-05   8.811e-05   4.246e-05   0.0002074     0.01529    XNOR2_X1
mul_E3_mult_16_U460             9.751e+07       4.837e+07  5.984e-05   0.0001228   2.474e-05   0.0002073     0.01528    NOR2_X1
mul_E3_mult_16_U431             2.683e+07       2.721e+07  0.0001143   6.229e-05   3.052e-05   0.0002071     0.01527    XNOR2_X1
mul_F2_mult_16_U459             4.875e+07       4.875e+07  0.0001142    5.05e-05   4.232e-05    0.000207     0.01526    XNOR2_X1
mul_F2_mult_16_U457             4.875e+07       4.875e+07  0.0001142   5.045e-05   4.232e-05    0.000207     0.01526    XNOR2_X1
mul_F3_mult_16_U454             9.675e+07       4.837e+07  5.993e-05   0.0001232    2.38e-05    0.000207     0.01526    NOR2_X1
mul_F0_mult_16_U485             9.751e+07       4.913e+07  6.084e-05   0.0001215   2.365e-05    0.000206     0.01518    NOR2_X1
mul_E3_mult_16_U424             2.683e+07       2.721e+07  0.0001143   6.117e-05   3.052e-05    0.000206     0.01518    XNOR2_X1
mul_F2_mult_16_U481             9.751e+07       4.913e+07  6.118e-05   0.0001209    2.37e-05   0.0002057     0.01516    NOR2_X1
mul_F3_mult_16_U457             4.837e+07       4.837e+07  0.0001111   5.233e-05   4.222e-05   0.0002056     0.01516    XNOR2_X1
mul_E3_mult_16_U418             2.683e+07       2.721e+07  0.0001143   6.083e-05   3.052e-05   0.0002056     0.01516    XNOR2_X1
mul_F3_mult_16_U479             9.675e+07       4.837e+07  5.997e-05   0.0001216    2.38e-05   0.0002054     0.01514    NOR2_X1
mul_E2_mult_16_U464             9.751e+07       4.837e+07  6.025e-05   0.0001203   2.479e-05   0.0002053     0.01514    NOR2_X1
mul_F3_mult_16_U455             4.837e+07       4.837e+07  0.0001111   5.203e-05   4.222e-05   0.0002053     0.01514    XNOR2_X1
mul_E3_mult_16_U428             2.683e+07       2.721e+07  0.0001143   6.034e-05   3.052e-05   0.0002051     0.01512    XNOR2_X1
mul_F2_mult_16_U352             3.439e+07       3.439e+07  8.181e-05   8.008e-05   4.308e-05    0.000205     0.01511    XNOR2_X1
mul_F3_mult_16_U358             3.439e+07       3.439e+07  7.661e-05   8.532e-05   4.303e-05    0.000205     0.01511    XNOR2_X1
mul_E3_mult_16_U352             3.704e+07       3.704e+07  9.157e-05   7.978e-05   3.339e-05   0.0002047     0.01509    OAI22_X1
mul_E3_mult_16_U426             2.683e+07       2.721e+07  0.0001142   5.998e-05   3.052e-05   0.0002047     0.01509    XNOR2_X1
mul_F3_mult_16_U461             4.837e+07       4.837e+07  0.0001111    5.14e-05   4.222e-05   0.0002047     0.01509    XNOR2_X1
mul_F3_mult_16_U451             4.837e+07       4.837e+07  0.0001111   5.136e-05   4.222e-05   0.0002047     0.01509    XNOR2_X1
mul_F3_mult_16_U458             9.675e+07       4.837e+07  5.999e-05   0.0001208    2.38e-05   0.0002045     0.01508    NOR2_X1
mul_F0_mult_16_U468             9.751e+07       4.913e+07  6.088e-05     0.00012   2.365e-05   0.0002045     0.01508    NOR2_X1
mul_F1_mult_16_U403             3.817e+07       3.817e+07  7.682e-05   8.517e-05   4.246e-05   0.0002045     0.01507    XNOR2_X1
mul_E3_mult_16_U416             2.683e+07       2.721e+07  0.0001142   5.957e-05   3.052e-05   0.0002043     0.01506    XNOR2_X1
mul_E3_mult_16_U430             2.683e+07       2.721e+07  0.0001142    5.94e-05   3.052e-05   0.0002041     0.01505    XNOR2_X1
mul_F2_mult_16_U422             2.683e+07       2.721e+07  0.0001142   5.938e-05   3.052e-05   0.0002041     0.01504    XNOR2_X1
mul_F2_mult_16_U454             9.751e+07       4.913e+07  6.122e-05   0.0001192    2.37e-05   0.0002041     0.01504    NOR2_X1
mul_F2_mult_16_U364             3.439e+07       3.439e+07  8.183e-05   7.914e-05   4.308e-05    0.000204     0.01504    XNOR2_X1
mul_F2_mult_16_U414             2.683e+07       2.721e+07  0.0001142   5.929e-05   3.052e-05    0.000204     0.01504    XNOR2_X1
mul_E3_mult_16_U433             2.683e+07       2.721e+07  0.0001142   5.922e-05   3.052e-05    0.000204     0.01503    XNOR2_X1
mul_E3_mult_16_U464             9.751e+07       4.837e+07  5.993e-05    0.000119   2.474e-05   0.0002036     0.01501    NOR2_X1
mul_F0_mult_16_U464             9.751e+07       4.913e+07   6.09e-05   0.0001189   2.365e-05   0.0002035       0.015    NOR2_X1
U572                            9.259e+07       9.221e+07  8.789e-05   0.0001007   1.477e-05   0.0002034     0.01499    INV_X1
mul_F0_mult_16_U320             5.442e+07       5.442e+07  6.056e-05   0.0001304   1.242e-05   0.0002033     0.01499    INV_X1
mul_F3_mult_16_U459             4.837e+07       4.837e+07  0.0001112   4.992e-05   4.222e-05   0.0002033     0.01499    XNOR2_X1
mul_E3_mult_16_U485             9.751e+07       4.837e+07  5.995e-05   0.0001184   2.474e-05   0.0002031     0.01497    NOR2_X1
mul_F1_mult_16_U481             4.875e+07       4.875e+07  9.674e-05   6.387e-05   4.236e-05    0.000203     0.01496    XNOR2_X1
mul_F3_mult_16_U354             3.439e+07       3.439e+07  7.667e-05   8.313e-05   4.303e-05   0.0002028     0.01495    XNOR2_X1
U620                            4.875e+07       5.404e+07  0.0001294   4.779e-05   2.563e-05   0.0002028     0.01495    OAI22_X1
mul_F2_mult_16_U362             3.439e+07       3.439e+07  8.193e-05   7.767e-05   4.308e-05   0.0002027     0.01494    XNOR2_X1
mul_F2_mult_16_U358             3.439e+07       3.439e+07  8.194e-05   7.749e-05   4.308e-05   0.0002025     0.01493    XNOR2_X1
mul_E2_mult_16_U466             9.751e+07       4.837e+07  6.033e-05   0.0001172   2.479e-05   0.0002024     0.01492    NOR2_X1
mul_F2_mult_16_U360             3.439e+07       3.439e+07  8.197e-05   7.702e-05   4.308e-05   0.0002021     0.01489    XNOR2_X1
mul_F3_mult_16_U352             3.439e+07       3.439e+07   7.67e-05   8.208e-05   4.303e-05   0.0002018     0.01488    XNOR2_X1
mul_F3_mult_16_U414             2.646e+07       2.683e+07  0.0001106   6.037e-05   3.066e-05   0.0002016     0.01486    XNOR2_X1
mul_F3_mult_16_U305             5.707e+07       5.707e+07  6.047e-05   0.0001235   1.718e-05   0.0002012     0.01483    INV_X1
mul_F1_mult_16_U406             3.817e+07       3.817e+07  7.679e-05   8.179e-05   4.246e-05    0.000201     0.01482    XNOR2_X1
U618                            4.875e+07       5.404e+07  0.0001294   4.597e-05   2.563e-05    0.000201     0.01481    OAI22_X1
mul_F1_mult_16_U459             9.751e+07       4.837e+07  6.077e-05   0.0001153   2.479e-05   0.0002008      0.0148    NOR2_X1
mul_E3_mult_16_U436             4.875e+07       4.875e+07  0.0001046   5.782e-05   3.806e-05   0.0002005     0.01478    XNOR2_X1
mul_E2_mult_16_U468             9.751e+07       4.837e+07  6.039e-05   0.0001149   2.479e-05   0.0002001     0.01475    NOR2_X1
mul_F2_mult_16_U458             9.751e+07       4.913e+07  6.132e-05   0.0001151    2.37e-05   0.0002001     0.01475    NOR2_X1
mul_F2_mult_16_U452             9.751e+07       4.837e+07  6.034e-05   0.0001149   2.474e-05      0.0002     0.01474    NOR2_X1
U621                            4.875e+07       5.367e+07  0.0001281   4.601e-05    2.58e-05   0.0001999     0.01474    OAI22_X1
mul_E2_mult_16_U321             6.576e+07       6.576e+07   6.48e-05   0.0001217    1.33e-05   0.0001998     0.01473    INV_X1
mul_F1_mult_16_U463             9.751e+07       4.913e+07   6.18e-05   0.0001141   2.365e-05   0.0001995     0.01471    NOR2_X1
mul_F2_mult_16_U460             9.751e+07       4.837e+07  6.036e-05    0.000114   2.474e-05   0.0001991     0.01468    NOR2_X1
mul_E3_mult_16_U363             3.704e+07       3.099e+07  7.181e-05    8.83e-05   3.878e-05   0.0001989     0.01466    OAI22_X1
mul_F2_mult_16_U316             5.367e+07       5.367e+07  5.928e-05   0.0001273   1.226e-05   0.0001989     0.01466    INV_X1
mul_F3_mult_16_U360             3.439e+07       3.439e+07  7.679e-05   7.893e-05   4.303e-05   0.0001988     0.01465    XNOR2_X1
mul_F2_mult_16_U464             9.751e+07       4.913e+07  6.136e-05   0.0001134    2.37e-05   0.0001985     0.01463    NOR2_X1
mul_F1_mult_16_U453             9.751e+07       4.913e+07  6.183e-05   0.0001127   2.365e-05   0.0001982     0.01461    NOR2_X1
mul_F3_mult_16_U476             3.439e+07       3.439e+07  7.681e-05   7.821e-05   4.303e-05   0.0001981      0.0146    XNOR2_X1
mul_F3_mult_16_U462             9.675e+07       4.837e+07  6.015e-05   0.0001141    2.38e-05    0.000198      0.0146    NOR2_X1
mul_F3_mult_16_U356             3.439e+07       3.439e+07  7.681e-05   7.809e-05   4.303e-05   0.0001979     0.01459    XNOR2_X1
mul_F3_mult_16_U362             3.439e+07       3.439e+07  7.683e-05   7.767e-05   4.303e-05   0.0001975     0.01456    XNOR2_X1
U619                            4.875e+07       5.291e+07  0.0001263   4.525e-05    2.58e-05   0.0001974     0.01455    OAI22_X1
mul_E3_mult_16_U468             9.751e+07       4.837e+07   6.01e-05   0.0001123   2.474e-05   0.0001971     0.01453    NOR2_X1
mul_F1_mult_16_U457             9.751e+07       4.837e+07  6.088e-05   0.0001111   2.479e-05   0.0001968      0.0145    NOR2_X1
mul_F1_mult_16_U461             9.751e+07       4.913e+07   6.19e-05   0.0001101   2.365e-05   0.0001956     0.01442    NOR2_X1
mul_E2_mult_16_U458             9.751e+07       4.913e+07   6.15e-05   0.0001104   2.365e-05   0.0001955     0.01441    NOR2_X1
mul_F0_mult_16_U466             9.751e+07       4.913e+07  6.111e-05   0.0001105   2.365e-05   0.0001953     0.01439    NOR2_X1
U617                            4.875e+07       5.291e+07  0.0001262    4.32e-05    2.58e-05   0.0001953     0.01439    OAI22_X1
mul_F3_mult_16_U350             3.439e+07       3.439e+07   7.69e-05   7.527e-05   4.303e-05   0.0001952     0.01439    XNOR2_X1
mul_F1_mult_16_U361             3.439e+07       3.439e+07  6.901e-05   8.302e-05   4.303e-05   0.0001951     0.01438    XNOR2_X1
mul_E2_mult_16_U357             3.704e+07       3.099e+07  7.377e-05   8.303e-05   3.825e-05   0.0001951     0.01438    OAI22_X1
mul_E3_mult_16_U466             9.751e+07       4.837e+07  6.015e-05     0.00011   2.474e-05   0.0001949     0.01436    NOR2_X1
mul_F3_mult_16_U347             3.817e+07       3.175e+07  7.781e-05   8.306e-05   3.311e-05    0.000194      0.0143    OAI22_X1
mul_F1_mult_16_U310             7.483e+07       5.215e+07  0.0001293   3.844e-05    2.62e-05    0.000194      0.0143    AND2_X1
mul_F3_mult_16_U456             9.675e+07       4.837e+07  6.026e-05   0.0001095    2.38e-05   0.0001936     0.01427    NOR2_X1
mul_F2_mult_16_U462             9.751e+07       4.913e+07  6.151e-05   0.0001072    2.37e-05   0.0001925     0.01419    NOR2_X1
U622                            4.875e+07       5.178e+07  0.0001235   4.321e-05   2.563e-05   0.0001923     0.01418    OAI22_X1
mul_E3_mult_16_U317             6.538e+07       6.538e+07  6.297e-05   0.0001157   1.342e-05   0.0001921     0.01416    INV_X1
mul_F3_mult_16_U460             9.675e+07       4.837e+07   6.03e-05   0.0001079    2.38e-05    0.000192     0.01415    NOR2_X1
mul_F3_mult_16_U452             9.675e+07       4.837e+07  6.033e-05   0.0001067   2.464e-05   0.0001917     0.01413    NOR2_X1
mul_E3_mult_16_U458             9.751e+07       4.913e+07  6.122e-05   0.0001067    2.37e-05   0.0001916     0.01412    NOR2_X1
mul_E2_mult_16_U314             7.483e+07       5.215e+07  0.0001296   3.559e-05    2.62e-05   0.0001914     0.01411    AND2_X1
mul_E2_mult_16_U462             9.751e+07       4.837e+07  6.062e-05    0.000106   2.479e-05   0.0001914     0.01411    NOR2_X1
mul_F1_mult_16_U311             4.422e+07       4.422e+07  0.0001282   3.183e-05   3.105e-05   0.0001911     0.01409    AND3_X1
mul_F0_mult_16_U462             9.751e+07       4.837e+07  6.024e-05   0.0001059   2.479e-05    0.000191     0.01408    NOR2_X1
mul_F1_mult_16_U352             3.704e+07       3.099e+07  7.382e-05   7.889e-05   3.825e-05    0.000191     0.01408    OAI22_X1
mul_F0_mult_16_U370             4.195e+07       4.195e+07  0.0001054   4.763e-05    3.78e-05   0.0001908     0.01406    XNOR2_X1
mul_E3_mult_16_U462             9.751e+07       4.837e+07  6.026e-05   0.0001058   2.474e-05   0.0001908     0.01406    NOR2_X1
U629                            4.573e+07       4.989e+07  0.0001185     4.5e-05   2.697e-05   0.0001905     0.01404    OAI22_X1
mul_E2_mult_16_U315             4.422e+07       4.422e+07  0.0001281   3.103e-05   3.105e-05   0.0001902     0.01402    AND3_X1
mul_F1_mult_16_U314             6.274e+07       6.274e+07  6.185e-05   0.0001157   1.226e-05   0.0001898     0.01399    INV_X1
add_F1_add_16_U2                3.061e+07       3.628e+07   9.34e-05   7.037e-05   2.601e-05   0.0001898     0.01399    AND2_X1
mul_E2_mult_16_U370             4.195e+07       4.195e+07  0.0001055   4.632e-05    3.78e-05   0.0001896     0.01397    XNOR2_X1
mul_F1_mult_16_U409             2.683e+07       2.721e+07  0.0001259   2.957e-05   3.369e-05   0.0001891     0.01394    XNOR2_X1
FE_RC_18_0                      7.634e+07       4.837e+07  9.547e-05   6.002e-05   3.338e-05   0.0001889     0.01392    AOI21_X1
mul_F3_mult_16_U312             6.198e+07       6.198e+07  6.096e-05   0.0001152   1.199e-05   0.0001881     0.01387    INV_X1
mul_F1_mult_16_U363             3.439e+07       3.439e+07  6.891e-05   7.614e-05   4.303e-05   0.0001881     0.01386    XNOR2_X1
FE_RC_14_0                      7.634e+07       4.837e+07  9.609e-05   5.825e-05   3.338e-05   0.0001877     0.01384    AOI21_X1
mul_E3_mult_16_U357             3.704e+07       3.099e+07  7.193e-05   7.643e-05   3.878e-05   0.0001871     0.01379    OAI22_X1
mul_F1_mult_16_U471             8.881e+07       4.384e+07  0.0001007   5.341e-05   3.287e-05    0.000187     0.01379    AOI222_X1
U630                            4.573e+07       5.026e+07  0.0001192   3.982e-05   2.673e-05   0.0001858     0.01369    OAI22_X1
mul_F2_mult_16_U410             2.683e+07       2.721e+07  0.0001199    3.14e-05   3.402e-05   0.0001853     0.01366    XNOR2_X1
mul_F0_mult_16_U318              5.82e+07        5.82e+07  6.561e-05   0.0001075    1.18e-05   0.0001849     0.01363    INV_X1
mul_E2_mult_16_U359             3.704e+07       3.099e+07  7.392e-05   7.223e-05   3.825e-05   0.0001844     0.01359    OAI22_X1
FE_RC_23_0                      3.704e+07       4.422e+07  9.455e-05   5.808e-05    3.14e-05    0.000184     0.01356    AOI21_X1
mul_E3_mult_16_U355             3.704e+07       3.099e+07  7.196e-05   7.319e-05   3.878e-05   0.0001839     0.01356    OAI22_X1
FE_RC_22_0                      7.596e+07       4.762e+07   9.42e-05   5.607e-05   3.351e-05   0.0001838     0.01355    AOI21_X1
mul_F3_mult_16_U323             4.422e+07       4.422e+07  0.0001201   3.141e-05   3.105e-05   0.0001826     0.01346    AND3_X1
mul_F1_mult_16_U350             3.704e+07       3.099e+07  7.392e-05   7.007e-05   3.825e-05   0.0001822     0.01343    OAI22_X1
mul_F0_mult_16_U306              5.14e+07        5.14e+07  5.548e-05   0.0001097   1.702e-05   0.0001822     0.01343    INV_X1
mul_F0_mult_16_U355             3.704e+07       3.099e+07  7.392e-05   6.984e-05   3.825e-05    0.000182     0.01342    OAI22_X1
mul_F0_mult_16_U456             9.751e+07       4.837e+07  6.051e-05   9.615e-05   2.479e-05   0.0001814     0.01337    NOR2_X1
mul_F1_mult_16_U325             6.122e+07       6.122e+07  6.029e-05   0.0001098   1.134e-05   0.0001814     0.01337    INV_X1
FE_RC_9_0                       6.463e+07       4.611e+07   8.57e-05    5.78e-05   3.788e-05   0.0001814     0.01337    AOI21_X1
mul_F3_mult_16_U408             2.646e+07       2.683e+07  0.0001175   2.926e-05   3.424e-05    0.000181     0.01334    XNOR2_X1
mul_F2_mult_16_U318             5.782e+07       5.782e+07  5.667e-05   0.0001121   1.176e-05   0.0001806     0.01331    INV_X1
mul_E2_mult_16_U363             3.704e+07       3.099e+07  7.399e-05   6.819e-05   3.825e-05   0.0001804      0.0133    OAI22_X1
add_F0_add_16_U1                4.611e+07       3.628e+07  9.184e-05   6.305e-05   2.545e-05   0.0001803     0.01329    AND2_X1
mul_E3_mult_16_U359             3.704e+07       3.099e+07  7.193e-05    6.96e-05   3.878e-05   0.0001803     0.01329    OAI22_X1
U795                            8.201e+07       8.201e+07  7.798e-05   8.846e-05   1.376e-05   0.0001802     0.01328    INV_X1
mul_F2_mult_16_U315             5.782e+07       5.782e+07  6.586e-05   0.0001024   1.176e-05     0.00018     0.01327    INV_X1
mul_E3_mult_16_U365             3.704e+07       3.099e+07  7.192e-05   6.922e-05   3.878e-05   0.0001799     0.01326    OAI22_X1
mul_F0_mult_16_U392             3.817e+07       3.817e+07  9.566e-05   4.548e-05    3.81e-05   0.0001792     0.01321    XNOR2_X1
U594                            8.201e+07       8.201e+07  7.798e-05   8.543e-05   1.542e-05   0.0001788     0.01318    INV_X1
mul_E2_mult_16_U392             3.817e+07       3.817e+07  9.575e-05   4.484e-05    3.81e-05   0.0001787     0.01317    XNOR2_X1
mul_F0_mult_16_U314             7.483e+07       4.913e+07  0.0001214   3.243e-05   2.478e-05   0.0001786     0.01316    AND2_X1
mul_F1_mult_16_U472             7.634e+07       3.326e+07  6.847e-05   6.925e-05   4.077e-05   0.0001785     0.01316    OAI21_X1
mul_E2_mult_16_U418             2.683e+07       2.683e+07  7.026e-05   6.552e-05   4.246e-05   0.0001782     0.01314    XNOR2_X1
FE_RC_25_0                      3.704e+07       4.422e+07  9.344e-05   5.313e-05    3.14e-05    0.000178     0.01312    AOI21_X1
U633                            4.044e+07       4.686e+07  0.0001157   3.973e-05   2.245e-05   0.0001779     0.01311    OAI22_X1
FE_RC_7_0                         6.5e+07       4.611e+07  8.678e-05   5.204e-05   3.795e-05   0.0001768     0.01303    AOI21_X1
mul_E2_mult_16_U422             2.683e+07       2.683e+07  7.033e-05   6.389e-05   4.246e-05   0.0001767     0.01302    XNOR2_X1
mul_F3_mult_16_U382              5.82e+07       4.006e+07  8.957e-05   4.578e-05   4.119e-05   0.0001765     0.01301    OAI22_X1
mul_F3_mult_16_U326             6.047e+07       6.047e+07  5.987e-05   0.0001052   1.134e-05   0.0001764       0.013    INV_X1
FE_RC_16_0                        6.5e+07       4.611e+07   8.49e-05   5.357e-05   3.761e-05   0.0001761     0.01298    AOI21_X1
mul_F1_mult_16_U451             9.751e+07       4.913e+07  6.257e-05   8.986e-05   2.365e-05   0.0001761     0.01298    NOR2_X1
mul_F1_mult_16_U415             2.683e+07       2.683e+07  7.037e-05   6.299e-05   4.246e-05   0.0001758     0.01296    XNOR2_X1
