Instance                      Max Toggles   Total Toggles   Internal   Switching     Leakage       Total  Percentage    Cell
                              Input Pins    Output Pins     Power      Power         Power         Power  (%)           Name
----------------------------------------------------------------------------------------------------------------------------
mul_B1_mult_16_U369              6.53e+07       5.253e+07  0.0001554    5.83e-05   4.582e-05   0.0002595     0.03366    AOI222_X1
mul_B1_mult_16_U381             2.723e+07       2.072e+07  3.411e-05   0.0002076   1.704e-05   0.0002587     0.03355    NAND2_X1
mul_A2_mult_16_U242             4.024e+07       4.024e+07  4.485e-05   0.0001967   1.561e-05   0.0002572     0.03336    INV_X1
mul_A2_mult_16_U381             2.723e+07       2.048e+07   3.33e-05   0.0002024   1.942e-05   0.0002551     0.03308    NAND2_X1
mul_B1_mult_16_U382             4.337e+07       5.349e+07  0.0001085   0.0001113    3.52e-05    0.000255     0.03307    OAI21_X1
mul_B1_mult_16_U371              4.53e+07       3.807e+07  0.0001169   8.474e-05   5.208e-05   0.0002537      0.0329    OAI222_X1
mul_B1_mult_16_U244             4.048e+07       4.048e+07  4.456e-05   0.0001927   1.591e-05   0.0002531     0.03283    INV_X1
mul_B1_mult_16_U322             4.337e+07       4.289e+07  9.355e-05   0.0001186   4.025e-05   0.0002524     0.03273    OAI22_X1
mul_A1_mult_16_U310             4.337e+07       4.723e+07  0.0001032   0.0001088   4.025e-05   0.0002523     0.03273    OAI22_X1
FE_RC_8_0                       5.301e+07       5.663e+07  0.0001017   0.0001214   2.611e-05   0.0002492     0.03232    OAI21_X1
mul_B2_mult_16_U385             4.313e+07       3.807e+07  0.0001155   9.742e-05   3.612e-05    0.000249      0.0323    XOR2_X1
mul_A2_mult_16_U300             5.301e+07       4.217e+07  0.0001044   0.0001103   3.046e-05   0.0002451     0.03179    OAI22_X1
mul_B1_mult_16_U375             2.602e+07       4.651e+07  0.0001536   5.767e-05   3.374e-05    0.000245     0.03178    XOR2_X1
mul_B2_mult_16_U312             4.337e+07       4.337e+07  9.852e-05    0.000106   3.896e-05   0.0002435     0.03158    OAI22_X1
mul_B1_mult_16_U385             4.337e+07       3.831e+07  0.0001178   8.904e-05   3.601e-05   0.0002429      0.0315    XOR2_X1
mul_B2_mult_16_U244             4.024e+07       4.024e+07  4.473e-05   0.0001825   1.561e-05   0.0002429      0.0315    INV_X1
mul_A2_mult_16_U235             7.952e+07       7.952e+07  8.767e-05   0.0001394   1.536e-05   0.0002424     0.03144    INV_X1
mul_B1_mult_16_U376             3.952e+07       3.952e+07   0.000119   8.543e-05   3.606e-05   0.0002405     0.03119    MUX2_X1
mul_A2_mult_16_U316             4.337e+07       4.337e+07  9.862e-05   0.0001029   3.896e-05   0.0002405     0.03119    OAI22_X1
mul_B2_mult_16_U268             5.301e+07       3.855e+07  9.146e-05   0.0001221   2.548e-05    0.000239       0.031    AOI22_X1
mul_A1_mult_16_U312             4.337e+07       4.289e+07  9.373e-05   0.0001045   4.025e-05   0.0002385     0.03093    OAI22_X1
mul_A1_mult_16_U375             2.602e+07       4.651e+07  0.0001535   5.121e-05   3.374e-05   0.0002384     0.03092    XOR2_X1
mul_A2_mult_16_U292             5.301e+07       4.699e+07   0.000117   9.077e-05   3.046e-05   0.0002382      0.0309    OAI22_X1
mul_A1_mult_16_U368             9.229e+07        5.47e+07  0.0001365   6.229e-05   3.618e-05    0.000235     0.03048    AOI222_X1
mul_B2_mult_16_U298             5.301e+07       4.458e+07  0.0001085   9.069e-05   3.546e-05   0.0002347     0.03043    OAI22_X1
mul_A1_mult_16_U322             4.337e+07       4.289e+07  9.373e-05   0.0001002   4.025e-05   0.0002342     0.03038    OAI22_X1
mul_B2_mult_16_U308             4.337e+07       4.289e+07  9.725e-05   9.767e-05   3.896e-05   0.0002339     0.03033    OAI22_X1
mul_A1_mult_16_U317             4.337e+07       4.361e+07  8.913e-05   0.0001055   3.887e-05   0.0002335     0.03029    XOR2_X1
mul_B1_mult_16_U313             4.337e+07       4.361e+07  8.914e-05   0.0001053   3.887e-05   0.0002333     0.03026    XOR2_X1
mul_B1_mult_16_U298             5.325e+07        4.53e+07   0.000113   8.879e-05   3.131e-05   0.0002331     0.03023    OAI22_X1
mul_B2_mult_16_U322             4.313e+07       3.831e+07   8.71e-05   0.0001072   3.785e-05   0.0002321      0.0301    OAI22_X1
mul_A1_mult_16_U298             5.325e+07        4.53e+07  0.0001135   8.718e-05   3.131e-05    0.000232     0.03009    OAI22_X1
mul_A2_mult_16_U313             4.313e+07       4.337e+07  8.859e-05   0.0001062   3.689e-05   0.0002317     0.03005    XOR2_X1
mul_B1_mult_16_U270             5.325e+07       3.205e+07  7.758e-05   0.0001278   2.618e-05   0.0002316     0.03004    AOI22_X1
mul_A2_mult_16_U308             4.337e+07       4.289e+07   9.71e-05   9.391e-05   3.946e-05   0.0002305     0.02989    OAI22_X1
mul_B2_mult_16_U50               2.41e+07       3.325e+07  0.0001042   7.166e-05    5.32e-05   0.0002291     0.02971    HA_X1
mul_A1_mult_16_U311             4.337e+07       4.337e+07  8.659e-05   0.0001056   3.638e-05   0.0002285     0.02964    XOR2_X1
mul_B1_mult_16_U317             4.337e+07       4.361e+07  8.931e-05   9.819e-05   3.887e-05   0.0002264     0.02936    XOR2_X1
mul_A2_mult_16_U272             4.337e+07       3.373e+07  7.624e-05   0.0001106   3.946e-05   0.0002263     0.02935    OAI22_X1
mul_A2_mult_16_U302             5.301e+07       4.217e+07  0.0001048   9.066e-05   3.046e-05   0.0002259      0.0293    OAI22_X1
mul_B1_mult_16_U320             4.337e+07       4.289e+07  9.377e-05    9.12e-05   4.025e-05   0.0002252     0.02921    OAI22_X1
mul_B1_mult_16_U319             4.337e+07       4.361e+07  8.934e-05   9.683e-05   3.887e-05    0.000225     0.02919    XOR2_X1
mul_B2_mult_16_U370             6.145e+07       4.145e+07  0.0001253   5.312e-05   4.622e-05   0.0002247     0.02914    AOI222_X1
mul_B2_mult_16_U315             4.313e+07       4.337e+07  8.875e-05    9.86e-05   3.689e-05   0.0002242     0.02908    XOR2_X1
mul_A1_mult_16_U270             5.325e+07       3.205e+07  7.746e-05   0.0001206   2.618e-05   0.0002242     0.02908    AOI22_X1
mul_B2_mult_16_U318             4.313e+07       3.831e+07  8.718e-05   9.907e-05   3.785e-05   0.0002241     0.02907    OAI22_X1
mul_A1_mult_16_U319             4.337e+07       4.361e+07  8.935e-05   9.521e-05   3.887e-05   0.0002234     0.02898    XOR2_X1
mul_B1_mult_16_U368             9.036e+07       5.157e+07  0.0001269   6.376e-05   3.223e-05   0.0002229      0.0289    AOI222_X1
mul_A2_mult_16_U314             4.313e+07       3.831e+07  8.728e-05   9.672e-05   3.785e-05   0.0002218     0.02877    OAI22_X1
mul_A2_mult_16_U323             4.313e+07       4.337e+07  8.881e-05   9.552e-05   3.689e-05   0.0002212     0.02869    XOR2_X1
mul_A2_mult_16_U324             4.313e+07       4.337e+07  8.882e-05   9.511e-05   3.689e-05   0.0002208     0.02864    XOR2_X1
FE_OFC6_VIN                     4.458e+06       4.458e+06  8.368e-06   0.0001895   2.238e-05   0.0002202     0.02856    INV_X2
mul_A2_mult_16_U319             4.313e+07       4.337e+07  8.884e-05   9.421e-05   3.689e-05   0.0002199     0.02853    XOR2_X1
mul_A2_mult_16_U321             4.313e+07       4.337e+07  8.884e-05   9.409e-05   3.689e-05   0.0002198     0.02851    XOR2_X1
mul_B2_mult_16_U317             4.313e+07       4.337e+07  8.885e-05   9.364e-05   3.689e-05   0.0002194     0.02845    XOR2_X1
mul_B1_mult_16_U311             4.337e+07       4.337e+07  8.685e-05     9.4e-05   3.638e-05   0.0002172     0.02817    XOR2_X1
mul_A2_mult_16_U326             4.313e+07       4.337e+07  8.891e-05    9.06e-05   3.689e-05   0.0002164     0.02807    XOR2_X1
mul_B2_mult_16_U267             3.855e+07       4.916e+07  6.942e-05   0.0001236   2.304e-05   0.0002161     0.02802    NAND2_X1
mul_B2_mult_16_U296             5.301e+07       4.217e+07  0.0001047   8.014e-05   3.046e-05   0.0002153     0.02793    OAI22_X1
mul_B1_mult_16_U268             5.325e+07       3.205e+07  7.728e-05   0.0001118   2.618e-05   0.0002153     0.02792    AOI22_X1
mul_A1_mult_16_U320             4.337e+07       4.289e+07  9.387e-05   8.029e-05   4.025e-05   0.0002144     0.02781    OAI22_X1
mul_A1_mult_16_U279             2.723e+07       2.747e+07  0.0001145   6.916e-05    3.06e-05   0.0002143     0.02779    XNOR2_X1
mul_A1_mult_16_U281             2.723e+07       2.747e+07  0.0001145   6.903e-05    3.06e-05   0.0002141     0.02777    XNOR2_X1
mul_A2_mult_16_U281             2.723e+07       2.747e+07  0.0001141   6.819e-05   3.039e-05   0.0002127     0.02759    XNOR2_X1
mul_A2_mult_16_U267             5.373e+07       4.892e+07  7.158e-05   0.0001218   1.831e-05   0.0002117     0.02745    NAND2_X1
mul_A2_mult_16_U273             2.892e+07       2.892e+07  6.375e-05   0.0001056   4.215e-05   0.0002115     0.02743    OAI22_X1
mul_A2_mult_16_U285             2.723e+07       2.747e+07  0.0001141   6.635e-05   3.039e-05   0.0002108     0.02734    XNOR2_X1
mul_B2_mult_16_U280             2.723e+07       3.253e+07  7.892e-05   9.725e-05   3.453e-05   0.0002107     0.02733    OAI22_X1
mul_A2_mult_16_U287             2.723e+07       2.747e+07  0.0001141   6.543e-05   3.039e-05   0.0002099     0.02722    XNOR2_X1
mul_A2_mult_16_U251             5.663e+07       5.663e+07  5.869e-05    0.000137    1.41e-05   0.0002098     0.02722    INV_X1
mul_A2_mult_16_U240             2.116e+08       2.116e+08  0.0001949           0   1.462e-05   0.0002095     0.02717    INV_X1
mul_A2_mult_16_U318             4.337e+07       3.373e+07  7.639e-05    9.28e-05   3.946e-05   0.0002087     0.02706    OAI22_X1
mul_A2_mult_16_U283             2.723e+07       2.747e+07   0.000114   6.388e-05   3.039e-05   0.0002083     0.02701    XNOR2_X1
mul_B1_mult_16_U286             2.723e+07       3.253e+07  8.054e-05   9.419e-05   3.345e-05   0.0002082       0.027    OAI22_X1
mul_B2_mult_16_U279             2.723e+07       2.747e+07   0.000114    6.37e-05   3.039e-05   0.0002081     0.02699    XNOR2_X1
mul_B1_mult_16_U366             6.506e+07       5.012e+07  0.0001059   6.779e-05   3.379e-05   0.0002074      0.0269    AOI222_X1
mul_A2_mult_16_U380             2.723e+07       2.747e+07   0.000114   6.258e-05   3.039e-05   0.0002069     0.02684    XNOR2_X1
mul_B2_mult_16_U277             2.723e+07       2.747e+07   0.000114    6.25e-05   3.039e-05   0.0002069     0.02683    XNOR2_X1
mul_B1_mult_16_U279             2.723e+07       2.747e+07  0.0001143   6.189e-05    3.06e-05   0.0002068     0.02682    XNOR2_X1
mul_A2_mult_16_U276             2.723e+07       3.253e+07  7.896e-05    9.26e-05   3.453e-05   0.0002061     0.02673    OAI22_X1
mul_B1_mult_16_U380             2.723e+07       2.747e+07  0.0001143    6.09e-05    3.06e-05   0.0002058     0.02669    XNOR2_X1
mul_B2_mult_16_U240              2.07e+08        2.07e+08  0.0001907           0   1.432e-05   0.0002051      0.0266    INV_X1
mul_A2_mult_16_U238             5.928e+07       5.928e+07  6.271e-05    0.000128   1.433e-05    0.000205     0.02659    INV_X1
mul_B1_mult_16_U281             2.723e+07       2.747e+07  0.0001142   5.999e-05    3.06e-05   0.0002048     0.02656    XNOR2_X1
mul_B2_mult_16_U389             3.349e+07       2.892e+07   8.89e-05    7.91e-05   3.625e-05   0.0002042     0.02649    XOR2_X1
mul_A2_mult_16_U289             2.723e+07       2.747e+07  0.0001139   5.987e-05   3.039e-05   0.0002041     0.02648    XNOR2_X1
mul_B2_mult_16_U273             2.892e+07       2.795e+07  6.185e-05   0.0001006   4.164e-05    0.000204     0.02646    OAI22_X1
mul_A2_mult_16_U371             5.229e+07       2.458e+07  7.069e-05   6.065e-05    7.26e-05   0.0002039     0.02645    OAI222_X1
mul_A2_mult_16_U322             4.337e+07       3.373e+07  7.645e-05   8.683e-05   3.946e-05   0.0002027     0.02629    OAI22_X1
mul_B1_mult_16_U273             2.892e+07       2.819e+07  6.283e-05   9.916e-05   4.068e-05   0.0002027     0.02629    OAI22_X1
mul_B0_mult_16_U375             1.747e+08       8.747e+07  0.0001276   6.336e-05   1.136e-05   0.0002024     0.02625    NAND2_X1
mul_B1_mult_16_U314             4.361e+07        3.47e+07  7.607e-05   8.685e-05   3.904e-05    0.000202     0.02619    OAI22_X1
mul_B2_mult_16_U314             4.337e+07       3.373e+07  7.641e-05   8.505e-05   3.946e-05   0.0002009     0.02606    OAI22_X1
mul_A1_mult_16_U273             2.892e+07       2.819e+07  6.267e-05   9.723e-05   4.068e-05   0.0002006     0.02601    OAI22_X1
mul_B1_mult_16_U276             2.747e+07       3.181e+07  7.687e-05   8.818e-05   3.528e-05   0.0002003     0.02598    OAI22_X1
mul_A1_mult_16_U376             3.253e+07       3.253e+07  9.777e-05    6.76e-05   3.496e-05   0.0002003     0.02598    MUX2_X1
mul_B2_mult_16_U368             8.072e+07       3.807e+07  0.0001159   4.756e-05    3.66e-05      0.0002     0.02594    AOI222_X1
mul_A1_mult_16_U314             4.361e+07        3.47e+07  7.613e-05   8.441e-05   3.904e-05   0.0001996     0.02588    OAI22_X1
mul_B2_mult_16_U320             4.313e+07       3.831e+07  8.743e-05   7.283e-05   3.785e-05   0.0001981     0.02569    OAI22_X1
mul_A1_mult_16_U316             4.361e+07       3.494e+07  7.688e-05   8.216e-05   3.851e-05   0.0001975     0.02562    OAI22_X1
mul_B2_mult_16_U286             2.723e+07       3.253e+07  7.909e-05    8.38e-05   3.453e-05   0.0001974      0.0256    OAI22_X1
mul_B2_mult_16_U282             2.723e+07       3.253e+07  7.901e-05   8.358e-05   3.453e-05   0.0001971     0.02557    OAI22_X1
mul_B1_mult_16_U267             3.205e+07       4.506e+07  6.376e-05   0.0001114   2.165e-05   0.0001968     0.02552    NAND2_X1
mul_A1_mult_16_U294             5.325e+07       3.205e+07   7.89e-05   8.219e-05   3.549e-05   0.0001966      0.0255    OAI22_X1
mul_B1_mult_16_U282             2.723e+07       3.253e+07   8.06e-05   8.228e-05   3.345e-05   0.0001963     0.02546    OAI22_X1
mul_B2_mult_16_U235             5.639e+07       5.639e+07  6.012e-05   0.0001176   1.761e-05   0.0001953     0.02533    INV_X1
mul_B1_mult_16_U316             4.361e+07       3.494e+07  7.685e-05   7.962e-05   3.851e-05    0.000195     0.02529    OAI22_X1
mul_A1_mult_16_U268             5.325e+07       3.205e+07    7.7e-05    9.14e-05   2.618e-05   0.0001946     0.02524    AOI22_X1
mul_B1_mult_16_U389             3.349e+07       2.892e+07  8.912e-05   6.879e-05   3.614e-05   0.0001941     0.02517    XOR2_X1
mul_A1_mult_16_U369              7.06e+07       3.928e+07   0.000106   4.826e-05   3.976e-05    0.000194     0.02516    AOI222_X1
mul_B2_mult_16_U366             5.687e+07       3.855e+07  0.0001097   5.049e-05   3.371e-05   0.0001939     0.02515    AOI222_X1
mul_A1_mult_16_U269             2.892e+07       2.892e+07  6.446e-05   8.811e-05   4.089e-05   0.0001935     0.02509    OAI22_X1
mul_B2_mult_16_U289             2.723e+07       2.723e+07  6.117e-05   8.905e-05   4.239e-05   0.0001926     0.02498    XNOR2_X1
mul_B1_mult_16_U235             5.494e+07       5.494e+07  5.775e-05   0.0001168   1.765e-05   0.0001922     0.02492    INV_X1
mul_A1_mult_16_U370             5.566e+07       3.928e+07  0.0001016    4.44e-05   4.586e-05   0.0001919     0.02489    AOI222_X1
mul_A1_mult_16_U267             3.205e+07       4.506e+07  6.301e-05   0.0001072   2.165e-05   0.0001919     0.02488    NAND2_X1
mul_A1_mult_16_U286             2.723e+07       3.253e+07  8.068e-05   7.768e-05   3.345e-05   0.0001918     0.02488    OAI22_X1
FE_DBTC4_int_reg_2d_9           4.578e+06       4.578e+06  8.672e-06   0.0001543   2.876e-05   0.0001917     0.02486    INV_X2
mul_B2_mult_16_U300             5.301e+07       3.181e+07  7.703e-05   7.692e-05   3.714e-05   0.0001911     0.02478    OAI22_X1
mul_A1_mult_16_U379             2.723e+07       3.253e+07  8.683e-05    7.32e-05   3.027e-05   0.0001903     0.02468    OAI22_X1
mul_A1_mult_16_U366             7.181e+07       4.434e+07  0.0001009   5.865e-05   3.058e-05   0.0001901     0.02466    AOI222_X1
mul_B2_mult_16_U382             4.313e+07       3.783e+07  7.568e-05   8.058e-05   3.347e-05   0.0001897     0.02461    OAI21_X1
mul_A1_mult_16_U237             5.518e+07       5.518e+07  5.878e-05   0.0001147   1.613e-05   0.0001896      0.0246    INV_X1
mul_B1_mult_16_U241             5.253e+07       5.253e+07  5.376e-05   0.0001187   1.632e-05   0.0001887     0.02448    INV_X1
mul_B1_mult_16_U280             2.747e+07       2.964e+07  7.303e-05    8.12e-05   3.401e-05   0.0001882     0.02441    OAI22_X1
mul_A1_mult_16_U276             2.747e+07       3.181e+07  7.702e-05   7.592e-05   3.528e-05   0.0001882     0.02441    OAI22_X1
mul_A1_mult_16_U238              5.47e+07        5.47e+07  5.681e-05   0.0001147   1.665e-05   0.0001881      0.0244    INV_X1
mul_A1_mult_16_U282             2.723e+07       3.253e+07  8.069e-05   7.362e-05   3.345e-05   0.0001878     0.02435    OAI22_X1
FE_DBTC9_int_reg_1d_9           4.578e+06       4.578e+06   8.65e-06   0.0001503   2.869e-05   0.0001877     0.02434    INV_X2
mul_A1_mult_16_U306             2.048e+07       2.048e+07  8.868e-05   6.537e-05    3.33e-05   0.0001874      0.0243    XOR2_X1
mul_B2_mult_16_U275             2.747e+07       3.157e+07  7.413e-05   7.639e-05   3.678e-05   0.0001873     0.02429    OAI22_X1
mul_A1_mult_16_U335             2.892e+07       2.892e+07  6.452e-05   8.097e-05     4.1e-05   0.0001865     0.02419    OAI22_X1
mul_A1_mult_16_U372             4.048e+07       3.687e+07  8.046e-05   8.346e-05   2.256e-05   0.0001865     0.02419    AOI21_X1
mul_B2_mult_16_U278             2.747e+07        2.94e+07    7.1e-05   7.998e-05   3.524e-05   0.0001862     0.02415    OAI22_X1
mul_A2_mult_16_U278             2.747e+07       3.157e+07  7.415e-05   7.492e-05   3.678e-05   0.0001859      0.0241    OAI22_X1
mul_B2_mult_16_U269             2.892e+07       2.892e+07   6.43e-05   7.921e-05   4.215e-05   0.0001857     0.02408    OAI22_X1
mul_A1_mult_16_U275             2.723e+07       3.253e+07  8.071e-05   7.126e-05   3.345e-05   0.0001854     0.02405    OAI22_X1
mul_A2_mult_16_U275             2.747e+07        2.94e+07  7.099e-05   7.884e-05   3.524e-05   0.0001851       0.024    OAI22_X1
mul_B1_mult_16_U379             2.747e+07       3.181e+07  8.287e-05   7.017e-05   3.188e-05   0.0001849     0.02398    OAI22_X1
mul_A2_mult_16_U370                 6e+07       3.566e+07  0.0001082   4.302e-05   3.321e-05   0.0001844     0.02392    AOI222_X1
mul_A2_mult_16_U296             5.301e+07       3.181e+07  7.727e-05   6.986e-05   3.714e-05   0.0001843      0.0239    OAI22_X1
mul_B1_mult_16_U284             2.723e+07       3.253e+07  8.069e-05   7.007e-05   3.345e-05   0.0001842     0.02389    OAI22_X1
mul_B1_mult_16_U269             2.892e+07       2.892e+07  6.483e-05   7.848e-05   4.089e-05   0.0001842     0.02389    OAI22_X1
mul_B1_mult_16_U302             5.325e+07       3.205e+07  7.877e-05   6.903e-05   3.549e-05   0.0001833     0.02377    OAI22_X1
mul_A2_mult_16_U320             4.337e+07       3.373e+07  7.663e-05   6.616e-05   3.946e-05   0.0001822     0.02364    OAI22_X1
mul_B1_mult_16_U372             4.048e+07       3.687e+07  8.043e-05   7.895e-05   2.256e-05   0.0001819      0.0236    AOI21_X1
mul_B2_mult_16_U284             2.723e+07       3.253e+07  7.912e-05   6.825e-05   3.453e-05   0.0001819     0.02359    OAI22_X1
mul_A1_mult_16_U290             5.325e+07       3.205e+07   7.91e-05   6.727e-05   3.549e-05   0.0001819     0.02359    OAI22_X1
mul_A1_mult_16_U332             2.892e+07       2.819e+07  6.298e-05   7.779e-05   4.068e-05   0.0001814     0.02353    OAI22_X1
mul_B1_mult_16_U337             2.892e+07       2.819e+07  6.315e-05   7.684e-05   4.079e-05   0.0001808     0.02345    OAI22_X1
mul_B1_mult_16_U236             5.157e+07       5.157e+07  5.416e-05   0.0001085   1.765e-05   0.0001803     0.02339    INV_X1
FE_RC_10_0                      5.301e+07       3.855e+07  7.145e-05   9.029e-05   1.826e-05     0.00018     0.02334    OAI21_X1
mul_B1_mult_16_U290             5.325e+07       3.205e+07  7.879e-05   6.567e-05   3.549e-05     0.00018     0.02334    OAI22_X1
mul_A1_mult_16_U280             2.747e+07       2.964e+07  7.315e-05   7.271e-05   3.401e-05   0.0001799     0.02333    OAI22_X1
mul_A1_mult_16_U330             2.892e+07       2.819e+07  6.301e-05   7.596e-05   4.068e-05   0.0001796      0.0233    OAI22_X1
mul_A2_mult_16_U337             2.892e+07       2.892e+07  6.426e-05   7.314e-05   4.215e-05   0.0001795     0.02329    OAI22_X1
mul_A2_mult_16_U335             2.892e+07       2.892e+07  6.432e-05   7.268e-05   4.196e-05    0.000179     0.02321    OAI22_X1
mul_B1_mult_16_U335             2.892e+07       2.892e+07  6.487e-05   7.301e-05     4.1e-05   0.0001789      0.0232    OAI22_X1
mul_A1_mult_16_U302             5.325e+07       3.205e+07  7.916e-05   6.417e-05   3.549e-05   0.0001788     0.02319    OAI22_X1
mul_A2_mult_16_U269             2.892e+07       2.795e+07  6.214e-05   7.487e-05   4.164e-05   0.0001786     0.02317    OAI22_X1
FE_DBTC3_int_reg_2d_7           4.578e+06       4.578e+06  9.096e-06   0.0001408   2.876e-05   0.0001786     0.02317    INV_X2
mul_B2_mult_16_U379             2.723e+07        2.94e+07  7.538e-05    6.47e-05   3.801e-05   0.0001781      0.0231    OAI22_X1
mul_A2_mult_16_U245             4.964e+07       4.964e+07  5.147e-05   0.0001094   1.706e-05   0.0001779     0.02307    INV_X1
mul_A2_mult_16_U261             5.229e+07       5.229e+07  4.949e-05   0.0001147   1.353e-05   0.0001778     0.02305    INV_X1
mul_B1_mult_16_U318             4.361e+07       2.819e+07  6.166e-05     7.6e-05   3.972e-05   0.0001774       0.023    OAI22_X1
mul_B2_mult_16_U302             5.301e+07       3.181e+07  7.723e-05    6.23e-05   3.714e-05   0.0001767     0.02291    OAI22_X1
mul_B2_mult_16_U332             2.892e+07       2.892e+07  6.452e-05   7.016e-05   4.196e-05   0.0001766     0.02291    OAI22_X1
FE_RC_5_0                       4.337e+07       4.289e+07  9.346e-05   5.099e-05   3.201e-05   0.0001765     0.02289    AOI21_X1
mul_A2_mult_16_U341             2.892e+07       2.892e+07  6.432e-05   6.994e-05   4.215e-05   0.0001764     0.02288    OAI22_X1
mul_B1_mult_16_U275             2.747e+07       2.964e+07  7.311e-05   6.925e-05   3.401e-05   0.0001764     0.02287    OAI22_X1
FE_RC_0_0                       4.337e+07       4.289e+07  9.362e-05   5.062e-05   3.201e-05   0.0001763     0.02286    AOI21_X1
mul_A2_mult_16_U330             2.892e+07       2.892e+07  6.433e-05   6.955e-05   4.215e-05    0.000176     0.02283    OAI22_X1
mul_A1_mult_16_U284             2.723e+07       3.253e+07  8.078e-05   6.174e-05   3.345e-05    0.000176     0.02282    OAI22_X1
mul_B1_mult_16_U330             2.892e+07       2.892e+07  6.498e-05   6.993e-05   4.089e-05   0.0001758      0.0228    OAI22_X1
mul_B1_mult_16_U309             4.337e+07       4.337e+07  8.799e-05   5.131e-05   3.638e-05   0.0001757     0.02278    XOR2_X1
mul_B1_mult_16_U341             2.892e+07       2.819e+07   6.33e-05   7.122e-05   4.068e-05   0.0001752     0.02272    OAI22_X1
mul_A1_mult_16_U309             4.337e+07       4.337e+07  8.801e-05   5.068e-05   3.638e-05   0.0001751     0.02271    XOR2_X1
mul_B2_mult_16_U337             2.892e+07       2.795e+07  6.236e-05   7.053e-05   4.164e-05   0.0001745     0.02264    OAI22_X1
mul_B1_mult_16_U339             2.892e+07       2.819e+07  6.331e-05   7.053e-05   4.068e-05   0.0001745     0.02263    OAI22_X1
FE_DBTC8_int_reg_1d_7           4.578e+06       4.578e+06  9.177e-06   0.0001362   2.869e-05   0.0001741     0.02258    INV_X2
mul_B2_mult_16_U339             2.892e+07       2.795e+07  6.237e-05   6.979e-05   4.164e-05   0.0001738     0.02254    OAI22_X1
mul_B2_mult_16_U309             4.313e+07       4.313e+07  8.682e-05   4.844e-05   3.836e-05   0.0001736     0.02252    XOR2_X1
mul_B1_mult_16_U271             2.048e+07       2.048e+07   8.82e-05   5.209e-05    3.33e-05   0.0001736     0.02251    XOR2_X1
mul_A1_mult_16_U292             5.325e+07       3.205e+07  7.923e-05   5.886e-05   3.549e-05   0.0001736     0.02251    OAI22_X1
mul_B1_mult_16_U237             5.012e+07       5.012e+07  5.363e-05   0.0001018   1.809e-05   0.0001736     0.02251    INV_X1
mul_B2_mult_16_U330             2.892e+07       2.795e+07  6.233e-05   6.907e-05   4.183e-05   0.0001732     0.02247    OAI22_X1
mul_A2_mult_16_U339             2.892e+07       2.892e+07  6.438e-05   6.638e-05   4.215e-05   0.0001729     0.02243    OAI22_X1
mul_B1_mult_16_U297             2.048e+07       2.048e+07  9.029e-05   4.627e-05   3.606e-05   0.0001726     0.02239    XOR2_X1
mul_B1_mult_16_U304             2.048e+07       2.048e+07  9.029e-05   4.601e-05   3.606e-05   0.0001724     0.02235    XOR2_X1
mul_A1_mult_16_U341             2.892e+07       2.819e+07  6.312e-05   6.851e-05   4.068e-05   0.0001723     0.02235    OAI22_X1
mul_B2_mult_16_U301             2.024e+07       2.024e+07  8.907e-05   4.638e-05   3.685e-05   0.0001723     0.02235    XOR2_X1
mul_A2_mult_16_U312             4.337e+07       2.867e+07  6.521e-05   6.868e-05   3.834e-05   0.0001722     0.02234    OAI22_X1
mul_B2_mult_16_U341             2.892e+07       2.795e+07   6.24e-05   6.818e-05   4.164e-05   0.0001722     0.02234    OAI22_X1
mul_A1_mult_16_U318             4.361e+07       2.819e+07  6.172e-05   7.058e-05   3.972e-05    0.000172     0.02231    OAI22_X1
mul_B2_mult_16_U335             2.892e+07       2.795e+07  6.235e-05   6.776e-05   4.183e-05   0.0001719      0.0223    OAI22_X1
mul_B1_mult_16_U332             2.892e+07       2.819e+07   6.33e-05   6.784e-05   4.079e-05   0.0001719      0.0223    OAI22_X1
mul_A1_mult_16_U337             2.892e+07       2.819e+07  6.308e-05   6.787e-05   4.079e-05   0.0001717     0.02227    OAI22_X1
mul_A2_mult_16_U332             2.892e+07       2.795e+07  6.222e-05   6.763e-05   4.183e-05   0.0001717     0.02227    OAI22_X1
mul_B2_mult_16_U304             2.024e+07       2.024e+07  8.905e-05   4.567e-05   3.685e-05   0.0001716     0.02225    XOR2_X1
mul_B2_mult_16_U271             2.024e+07       2.024e+07  9.114e-05   4.785e-05    3.25e-05   0.0001715     0.02224    XOR2_X1
mul_B1_mult_16_U306             2.048e+07       2.048e+07  8.812e-05    4.99e-05    3.33e-05   0.0001713     0.02222    XOR2_X1
mul_A2_mult_16_U293             2.024e+07       2.048e+07  9.122e-05   4.748e-05   3.252e-05   0.0001712     0.02221    XOR2_X1
mul_A1_mult_16_U297             2.048e+07       2.048e+07  9.026e-05   4.489e-05   3.606e-05   0.0001712     0.02221    XOR2_X1
mul_A1_mult_16_U295             2.048e+07       2.048e+07  9.026e-05   4.457e-05   3.606e-05   0.0001709     0.02216    XOR2_X1
mul_A2_mult_16_U297             2.024e+07       2.024e+07  8.903e-05   4.499e-05   3.685e-05   0.0001709     0.02216    XOR2_X1
mul_A1_mult_16_U304             2.048e+07       2.048e+07  9.025e-05   4.418e-05   3.606e-05   0.0001705     0.02211    XOR2_X1
