Information: Updating design information... (UID-85)
Information: Propagating switching activity (low effort zero delay simulation). (PWR-6)
Warning: There is no defined clock in the design. (PWR-80)
Warning: Invalid switching activity annotation on constant net(s) is being ignored. (PWR-421)
 
****************************************
Report : power
        -net
        -cell
        -hier
        -analysis_effort low
        -sort_mode dynamic_power
Design : myiir_adv
Version: O-2018.06-SP4
Date   : Tue Nov  3 18:00:35 2020
****************************************


Library(s) Used:

    NangateOpenCellLibrary (File: /software/dk/nangate45/synopsys/NangateOpenCellLibrary_typical_ecsm_nowlm.db)


Operating Conditions: typical   Library: NangateOpenCellLibrary
Wire Load Model Mode: top

Design        Wire Load Model            Library
------------------------------------------------
myiir_adv              5K_hvratio_1_1    NangateOpenCellLibrary


Global Operating Voltage = 1.1  
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1nW



  Attributes
  ----------
      a  -  Switching activity information annotated on net
      d  -  Default switching activity information on net

                             Total      Static   Toggle   Switching
Net                          Net Load   Prob.    Rate     Power      Attrs
n231                           1.981    0.469    0.0484      0.0580  a
n232                           1.981    0.469    0.0484      0.0580  a
n233                           1.981    0.469    0.0484      0.0580  a
n234                           1.981    0.469    0.0484      0.0580  a
n235                           1.981    0.469    0.0484      0.0580  a
n236                           1.981    0.469    0.0484      0.0580  a
IN_reg[1]                      4.055    0.472    0.0404      0.0992  a
IN_reg[2]                      4.055    0.472    0.0404      0.0992  a
IN_reg[3]                      4.055    0.472    0.0404      0.0992  a
IN_reg[6]                      4.055    0.472    0.0404      0.0992  a
n217                           1.981    0.465    0.0480      0.0575  a
n218                           1.981    0.465    0.0480      0.0575  a
n219                           1.981    0.465    0.0480      0.0575  a
n220                           1.981    0.465    0.0480      0.0575  a
n221                           1.981    0.465    0.0480      0.0575  a
n222                           1.981    0.465    0.0480      0.0575  a
n223                           1.981    0.465    0.0480      0.0575  a
n224                           1.981    0.465    0.0480      0.0575  a
n225                           1.981    0.465    0.0480      0.0575  a
n287                           4.035    0.447    0.0382      0.0932  a
n203                           1.981    0.447    0.0461      0.0553  a
n259                           1.981    0.673    0.0431      0.0516  a
n286                           4.035    0.460    0.0382      0.0932  a
n288                           1.981    0.510    0.0454      0.0543  a
IN_reg[7]                      4.055    0.481    0.0382      0.0937  a
n240                           1.981    0.501    0.0454      0.0543  a
int_mul_F2_d[4]                4.055    0.522    0.0378      0.0927  a
int_mul_F2_d[2]                4.055    0.562    0.0370      0.0909  a
int_reg_2d[0]                  4.099    0.485    0.0370      0.0919  a
int_mul_F2_d[3]                4.055    0.540    0.0370      0.0909  a
n302                           4.035    0.488    0.0370      0.0904  a
n195                           1.981    0.637    0.0423      0.0507  a
n301                           4.035    0.515    0.0370      0.0904  a
int_mul_F3_d[1]                3.782    0.544    0.0374      0.0856  a
int_mul_F3_d[0]                3.849    0.531    0.0370      0.0862  a
DOUT[2]                        0.310    0.431    0.0514      0.0096  a
int_add_F1_d[0]                1.228    0.553    0.0461      0.0343  a
IN_reg[4]                      4.055    0.481    0.0359      0.0881  a
IN_reg[5]                      4.055    0.481    0.0359      0.0881  a
n291                           1.981    0.560    0.0416      0.0498  a
n298                           4.035    0.388    0.0344      0.0840  a
n294                           1.981    0.361    0.0401      0.0480  a
mul_E2_mult_16_n391           14.621    0.560    0.0420      0.3711  a
mul_F0_mult_16_n391           14.621    0.560    0.0420      0.3711  a
n299                           4.035    0.392    0.0344      0.0840  a
IN_reg[8]                      4.055    0.472    0.0351      0.0862  a
IN_reg[9]                      4.055    0.472    0.0351      0.0862  a
IN_reg[10]                     4.055    0.472    0.0351      0.0862  a
int_mul_E2_d[2]                4.055    0.327    0.0325      0.0797  a
n196                           1.981    0.615    0.0404      0.0485  a
int_add_F1_d[1]                3.782    0.608    0.0344      0.0787  a
mul_E3_mult_16_n392           14.621    0.569    0.0416      0.3677  a
VIN_reg_d3                    34.141    0.902    0.0064      0.1327  a
int_reg_3d[6]                  7.603    0.553    0.0265      0.1217  a
n360                           1.972    0.528    0.0404      0.0482  a
n361                           1.972    0.528    0.0404      0.0482  a
n362                           1.972    0.528    0.0404      0.0482  a
n365                           1.972    0.528    0.0404      0.0482  a
int_mul_E3_d[0]                3.849    0.277    0.0299      0.0695  a
n285                           1.981    0.478    0.0378      0.0453  a
n366                           1.972    0.519    0.0382      0.0455  a
mul_E2_mult_16_n397           11.203    0.456    0.0488      0.3305  a
mul_F0_mult_16_n397           11.203    0.456    0.0488      0.3305  a
int_mul_F2_d[0]                4.085    0.490    0.0317      0.0785  a
n230                           1.981    0.478    0.0378      0.0453  a
mul_E3_mult_16_n398           11.203    0.460    0.0488      0.3305  a
n216                           1.981    0.456    0.0374      0.0448  a
int_mul_F1_d[0]                4.085    0.594    0.0306      0.0757  a
n228                           1.981    0.438    0.0370      0.0444  a
n229                           1.981    0.460    0.0370      0.0444  a
n214                           1.981    0.451    0.0370      0.0444  a
n226                           1.981    0.469    0.0370      0.0444  a
int_reg_3d[0]                  2.010    0.503    0.0370      0.0450  a
n300                           1.981    0.497    0.0370      0.0444  a
int_mul_F1_d[2]                4.055    0.585    0.0299      0.0733  a
n297                           1.981    0.392    0.0344      0.0412  a
n363                           1.972    0.519    0.0359      0.0428  a
n364                           1.972    0.519    0.0359      0.0428  a
mul_E2_mult_16_n445            6.049    0.560    0.0491      0.1798  a
mul_E3_mult_16_n445            6.049    0.556    0.0491      0.1798  a
n178                           1.981    0.483    0.0359      0.0430  a
n193                           1.981    0.392    0.0344      0.0412  a
n257                           1.981    0.673    0.0325      0.0389  a
n367                           1.972    0.528    0.0351      0.0419  a
n368                           1.972    0.528    0.0351      0.0419  a
n369                           1.972    0.528    0.0351      0.0419  a
int_mul_E2_d[1]                4.055    0.322    0.0268      0.0658  a
n269                           1.981    0.723    0.0299      0.0358  a
int_mul_F0_d[0]                1.284    0.549    0.0370      0.0288  a
mul_F1_mult_16_n390           12.443    0.560    0.0420      0.3158  a
int_reg_2d[1]                  1.284    0.612    0.0344      0.0267  a
int_reg_1d[1]                  1.284    0.608    0.0344      0.0267  a
mul_F2_mult_16_n391           12.443    0.569    0.0416      0.3130  a
mul_F3_mult_16_n410           12.443    0.560    0.0416      0.3130  a
n281                           4.035    0.447    0.0268      0.0655  a
n284                           4.035    0.456    0.0268      0.0655  a
n280                           4.035    0.460    0.0268      0.0655  a
int_add_E0[10]                 2.010    0.549    0.0503      0.0611  a
int_mul_F0_d[3]                4.055    0.549    0.0268      0.0658  a
int_mul_F1_d[4]                4.055    0.540    0.0268      0.0658  a
n192                          19.510    0.098    0.0064      0.0758  a
int_mul_F1_d[1]                4.055    0.531    0.0268      0.0658  a
n283                           4.035    0.456    0.0265      0.0646  a
n237                           1.981    0.510    0.0317      0.0380  a
mul_E2_mult_16_n447           20.582    0.723    0.0253      0.3153  a
mul_F0_mult_16_n447           20.582    0.723    0.0253      0.3153  a
mul_F1_mult_16_n442           20.582    0.723    0.0253      0.3153  a
mul_F3_mult_16_n441           20.582    0.714    0.0253      0.3153  a
mul_E3_mult_16_n447           20.582    0.701    0.0253      0.3153  a
mul_F2_mult_16_n443           20.582    0.701    0.0253      0.3153  a
n248                           1.981    0.406    0.0306      0.0367  a
mul_E2_mult_16_n393           13.131    0.447    0.0382      0.3032  a
mul_F0_mult_16_n393           13.131    0.447    0.0382      0.3032  a
mul_E3_mult_16_n394           13.131    0.460    0.0382      0.3032  a
int_mul_F0_d[1]                4.055    0.549    0.0257      0.0631  a
n239                           1.981    0.415    0.0299      0.0358  a
DOUT[0]                        0.310    0.517    0.0359      0.0067  a
mul_F3_mult_16_n114            4.055    0.472    0.0620      0.1521  a
n258                           1.981    0.678    0.0268      0.0322  a
mul_F1_mult_16_n393            9.026    0.456    0.0488      0.2662  a
mul_F3_mult_16_n106            3.868    0.399    0.0620      0.1450  a
mul_F0_mult_16_n435            6.049    0.560    0.0420      0.1535  a
mul_F1_mult_16_n430            6.049    0.560    0.0420      0.1535  a
mul_F2_mult_16_n394            9.026    0.460    0.0488      0.2662  a
mul_F3_mult_16_n429            6.049    0.560    0.0416      0.1521  a
mul_F2_mult_16_n431            6.049    0.569    0.0416      0.1521  a
mul_F0_mult_16_n65             4.055    0.624    0.0582      0.1428  a
mul_F3_mult_16_n414            9.026    0.469    0.0484      0.2642  a
mul_F1_mult_16_n484            3.986    0.560    0.0491      0.1185  a
mul_F1_mult_16_n485            3.986    0.560    0.0491      0.1185  a
mul_F1_mult_16_n486            3.986    0.560    0.0491      0.1185  a
n206                           1.981    0.451    0.0268      0.0322  a
n241                           1.981    0.460    0.0268      0.0322  a
mul_F2_mult_16_n425            3.986    0.556    0.0491      0.1185  a
mul_F2_mult_16_n487            3.986    0.556    0.0491      0.1185  a
mul_F2_mult_16_n484            3.986    0.556    0.0491      0.1185  a
n238                           1.981    0.469    0.0268      0.0322  a
n282                           1.981    0.447    0.0265      0.0317  a
n279                           1.981    0.469    0.0265      0.0317  a
mul_E2_mult_16_n444            3.986    0.560    0.0491      0.1185  a
mul_E2_mult_16_n490            3.986    0.560    0.0491      0.1185  a
mul_E2_mult_16_n491            3.986    0.560    0.0491      0.1185  a
mul_E2_mult_16_n492            3.986    0.560    0.0491      0.1185  a
mul_E2_mult_16_n493            3.986    0.560    0.0491      0.1185  a
mul_F0_mult_16_n429            3.986    0.560    0.0491      0.1185  a
mul_F0_mult_16_n489            3.986    0.560    0.0491      0.1185  a
mul_F0_mult_16_n490            3.986    0.560    0.0491      0.1185  a
mul_E3_mult_16_n429            3.986    0.556    0.0491      0.1185  a
mul_E3_mult_16_n444            3.986    0.556    0.0491      0.1185  a
mul_E3_mult_16_n489            3.986    0.556    0.0491      0.1185  a
mul_E3_mult_16_n490            3.986    0.556    0.0491      0.1185  a
mul_E3_mult_16_n491            3.986    0.556    0.0491      0.1185  a
mul_E3_mult_16_n492            3.986    0.556    0.0491      0.1185  a
mul_E3_mult_16_n493            3.986    0.556    0.0491      0.1185  a
mul_E3_mult_16_n488            3.986    0.556    0.0491      0.1185  a
mul_F3_mult_16_n426            3.986    0.546    0.0488      0.1176  a
n204                           1.981    0.451    0.0257      0.0308  a
mul_F2_mult_16_n120            3.868    0.476    0.0586      0.1371  a
mul_F2_mult_16_n49             4.055    0.669    0.0525      0.1289  a
mul_F1_mult_16_n391           10.953    0.447    0.0382      0.2529  a
n304                           4.070    0.088    0.0068      0.0168  a
mul_F2_mult_16_n392           10.953    0.460    0.0382      0.2529  a
E2_reg[0]                     21.000    0.000    0.0000      0.0000  a
E2_reg[1]                     14.934    0.000    0.0000      0.0000  a
E2_reg[2]                     16.028    0.000    0.0000      0.0000  a
E2_reg[3]                     16.028    0.000    0.0000      0.0000  a
E2_reg[4]                     16.028    0.000    0.0000      0.0000  a
E3_reg[0]                     21.000    0.000    0.0000      0.0000  a
E3_reg[3]                     16.028    0.000    0.0000      0.0000  a
F0_reg[0]                     21.000    0.000    0.0000      0.0000  a
F0_reg[1]                     14.934    0.000    0.0000      0.0000  a
F0_reg[3]                     16.028    0.000    0.0000      0.0000  a
F0_reg[6]                     16.028    0.000    0.0000      0.0000  a
F0_reg[7]                     16.028    0.000    0.0000      0.0000  a
